MCC  <E>  <E^2>
________________________
1 3 9
2 3 9
3 3 9
4 3 9
5 3 9
6 3 9
7 3 9
8 3 9
9 3 9
10 3 9
11 3 9
12 3 9
13 3 9
14 3 9
15 3 9
16 3 9
17 3 9
18 3 9
19 3 9
20 3 9
21 3 9
22 3 9
23 3 9
24 3 9
25 3 9
26 3 9
27 3 9
28 3 9
29 3 9
30 3 9
31 3 9
32 3 9
33 3 9
34 3 9
35 3 9
36 3 9
37 3 9
38 3 9
39 3 9
40 3 9
41 3 9
42 3 9
43 3 9
44 3 9
45 3 9
46 3 9
47 3 9
48 3 9
49 3 9
50 3 9
51 3 9
52 3 9
53 3 9
54 3 9
55 3 9
56 3 9
57 3 9
58 3 9
59 3 9
60 3 9
61 3 9
62 3 9
63 3 9
64 3 9
65 3 9
66 3 9
67 3 9
68 3 9
69 3 9
70 3 9
71 3 9
72 3 9
73 3 9
74 3 9
75 3 9
76 3 9
77 3 9
78 3 9
79 3 9
80 3 9
81 3 9
82 3 9
83 3 9
84 3 9
85 3 9
86 3 9
87 3 9
88 3 9
89 3 9
90 3 9
91 3 9
92 3 9
93 3 9
94 3 9
95 3 9
96 3 9
97 3 9
98 3 9
99 3 9
100 3 9
101 3 9
102 3 9
103 3 9
104 3 9
105 3 9
106 3 9
107 3 9
108 3 9
109 3 9
110 3 9
111 3 9
112 3 9
113 3 9
114 3 9
115 3 9
116 3 9
117 3 9
118 3 9
119 3 9
120 3 9
121 3 9
122 3 9
123 3 9
124 3 9
125 3 9
126 3 9
127 3 9
128 3 9
129 3 9
130 3 9
131 3 9
132 3 9
133 3 9
134 3 9
135 3 9
136 3 9
137 3 9
138 3 9
139 3 9
140 3 9
141 3 9
142 3 9
143 3 9
144 3 9
145 3 9
146 3 9
147 3 9
148 3 9
149 3 9
150 3 9
151 3 9
152 3 9
153 3 9
154 3 9
155 3 9
156 3 9
157 3 9
158 3 9
159 3 9
160 3 9
161 3 9
162 3 9
163 3 9
164 3 9
165 3 9
166 3 9
167 3 9
168 3 9
169 3 9
170 3 9
171 3 9
172 3 9
173 3 9
174 3 9
175 3 9
176 3 9
177 3 9
178 3 9
179 3 9
180 3 9
181 3 9
182 3 9
183 3 9
184 3 9
185 3 9
186 3 9
187 3 9
188 3 9
189 3 9
190 3 9
191 3 9
192 3 9
193 3 9
194 3 9
195 3 9
196 3 9
197 3 9
198 3 9
199 3 9
200 3 9
201 3 9
202 3 9
203 3 9
204 3 9
205 3 9
206 3 9
207 3 9
208 3 9
209 3 9
210 3 9
211 3 9
212 3 9
213 3 9
214 3 9
215 3 9
216 3 9
217 3 9
218 3 9
219 3 9
220 3 9
221 3 9
222 3 9
223 3 9
224 3 9
225 3 9
226 3 9
227 3 9
228 3 9
229 3 9
230 3 9
231 3 9
232 3 9
233 3 9
234 3 9
235 3 9
236 3 9
237 3 9
238 3 9
239 3 9
240 3 9
241 3 9
242 3 9
243 3 9
244 3 9
245 3 9
246 3 9
247 3 9
248 3 9
249 3 9
250 3 9
251 3 9
252 3 9
253 3 9
254 3 9
255 3 9
256 3 9
257 3 9
258 3 9
259 3 9
260 3 9
261 3 9
262 3 9
263 3 9
264 3 9
265 3 9
266 3 9
267 3 9
268 3 9
269 3 9
270 3 9
271 3 9
272 3 9
273 3 9
274 3 9
275 3 9
276 3 9
277 3 9
278 3 9
279 3 9
280 3 9
281 3 9
282 3 9
283 3 9
284 3 9
285 3 9
286 3 9
287 3 9
288 3 9
289 3 9
290 3 9
291 3 9
292 3 9
293 3 9
294 3 9
295 3 9
296 3 9
297 3 9
298 3 9
299 3 9
300 3 9
301 3 9
302 3 9
303 3 9
304 3 9
305 3 9
306 3 9
307 3 9
308 3 9
309 3 9
310 3 9
311 3 9
312 3 9
313 3 9
314 3 9
315 3 9
316 3 9
317 3 9
318 3 9
319 3 9
320 3 9
321 3 9
322 3 9
323 3 9
324 3 9
325 3 9
326 3 9
327 3 9
328 3 9
329 3 9
330 3 9
331 3 9
332 3 9
333 3 9
334 3 9
335 3 9
336 3 9
337 3 9
338 3 9
339 3 9
340 3 9
341 3 9
342 3 9
343 3 9
344 3 9
345 3 9
346 3 9
347 3 9
348 3 9
349 3 9
350 3 9
351 3 9
352 3 9
353 3 9
354 3 9
355 3 9
356 3 9
357 3 9
358 3 9
359 3 9
360 3 9
361 3 9
362 3 9
363 3 9
364 3 9
365 3 9
366 3 9
367 3 9
368 3 9
369 3 9
370 3 9
371 3 9
372 3 9
373 3 9
374 3 9
375 3 9
376 3 9
377 3 9
378 3 9
379 3 9
380 3 9
381 3 9
382 3 9
383 3 9
384 3 9
385 3 9
386 3 9
387 3 9
388 3 9
389 3 9
390 3 9
391 3 9
392 3 9
393 3 9
394 3 9
395 3 9
396 3 9
397 3 9
398 3 9
399 3 9
400 3 9
401 3 9
402 3 9
403 3 9
404 3 9
405 3 9
406 3 9
407 3 9
408 3 9
409 3 9
410 3 9
411 3 9
412 3 9
413 3 9
414 3 9
415 3 9
416 3 9
417 3 9
418 3 9
419 3 9
420 3 9
421 3 9
422 3 9
423 3 9
424 3 9
425 3 9
426 3 9
427 3 9
428 3 9
429 3 9
430 3 9
431 3 9
432 3 9
433 3 9
434 3 9
435 3 9
436 3 9
437 3 9
438 3 9
439 3 9
440 3 9
441 3 9
442 3 9
443 3 9
444 3 9
445 3 9
446 3 9
447 3 9
448 3 9
449 3 9
450 3 9
451 3 9
452 3 9
453 3 9
454 3 9
455 3 9
456 3 9
457 3 9
458 3 9
459 3 9
460 3 9
461 3 9
462 3 9
463 3 9
464 3 9
465 3 9
466 3 9
467 3 9
468 3 9
469 3 9
470 3 9
471 3 9
472 3 9
473 3 9
474 3 9
475 3 9
476 3 9
477 3 9
478 3 9
479 3 9
480 3 9
481 3 9
482 3 9
483 3 9
484 3 9
485 3 9
486 3 9
487 3 9
488 3 9
489 3 9
490 3 9
491 3 9
492 3 9
493 3 9
494 3 9
495 3 9
496 3 9
497 3 9
498 3 9
499 3 9
500 3 9
501 3 9
502 3 9
503 3 9
504 3 9
505 3 9
506 3 9
507 3 9
508 3 9
509 3 9
510 3 9
511 3 9
512 3 9
513 3 9
514 3 9
515 3 9
516 3 9
517 3 9
518 3 9
519 3 9
520 3 9
521 3 9
522 3 9
523 3 9
524 3 9
525 3 9
526 3 9
527 3 9
528 3 9
529 3 9
530 3 9
531 3 9
532 3 9
533 3 9
534 3 9
535 3 9
536 3 9
537 3 9
538 3 9
539 3 9
540 3 9
541 3 9
542 3 9
543 3 9
544 3 9
545 3 9
546 3 9
547 3 9
548 3 9
549 3 9
550 3 9
551 3 9
552 3 9
553 3 9
554 3 9
555 3 9
556 3 9
557 3 9
558 3 9
559 3 9
560 3 9
561 3 9
562 3 9
563 3 9
564 3 9
565 3 9
566 3 9
567 3 9
568 3 9
569 3 9
570 3 9
571 3 9
572 3 9
573 3 9
574 3 9
575 3 9
576 3 9
577 3 9
578 3 9
579 3 9
580 3 9
581 3 9
582 3 9
583 3 9
584 3 9
585 3 9
586 3 9
587 3 9
588 3 9
589 3 9
590 3 9
591 3 9
592 3 9
593 3 9
594 3 9
595 3 9
596 3 9
597 3 9
598 3 9
599 3 9
600 3 9
601 3 9
602 3 9
603 3 9
604 3 9
605 3 9
606 3 9
607 3 9
608 3 9
609 3 9
610 3 9
611 3 9
612 3 9
613 3 9
614 3 9
615 3 9
616 3 9
617 3 9
618 3 9
619 3 9
620 3 9
621 3 9
622 3 9
623 3 9
624 3 9
625 3 9
626 3 9
627 3 9
628 3 9
629 3 9
630 3 9
631 3 9
632 3 9
633 3 9
634 3 9
635 3 9
636 3 9
637 3 9
638 3 9
639 3 9
640 3 9
641 3 9
642 3 9
643 3 9
644 3 9
645 3 9
646 3 9
647 3 9
648 3 9
649 3 9
650 3 9
651 3 9
652 3 9
653 3 9
654 3 9
655 3 9
656 3 9
657 3 9
658 3 9
659 3 9
660 3 9
661 3 9
662 3 9
663 3 9
664 3 9
665 3 9
666 3 9
667 3 9
668 3 9
669 3 9
670 3 9
671 3 9
672 3 9
673 3 9
674 3 9
675 3 9
676 3 9
677 3 9
678 3 9
679 3 9
680 3 9
681 3 9
682 3 9
683 3 9
684 3 9
685 3 9
686 3 9
687 3 9
688 3 9
689 3 9
690 3 9
691 3 9
692 3 9
693 3 9
694 3 9
695 3 9
696 3 9
697 3 9
698 3 9
699 3 9
700 3 9
701 3 9
702 3 9
703 3 9
704 3 9
705 3 9
706 3 9
707 3 9
708 3 9
709 3 9
710 3 9
711 3 9
712 3 9
713 3 9
714 3 9
715 3 9
716 3 9
717 3 9
718 3 9
719 3 9
720 3 9
721 3 9
722 3 9
723 3 9
724 3 9
725 3 9
726 3 9
727 3 9
728 3 9
729 3 9
730 3 9
731 3 9
732 3 9
733 3 9
734 3 9
735 3 9
736 3 9
737 3 9
738 3 9
739 3 9
740 3 9
741 3 9
742 3 9
743 3 9
744 3 9
745 3 9
746 3 9
747 3 9
748 3 9
749 3 9
750 3 9
751 3 9
752 3 9
753 3 9
754 3 9
755 3 9
756 3 9
757 3 9
758 3 9
759 3 9
760 3 9
761 3 9
762 3 9
763 3 9
764 3 9
765 3 9
766 3 9
767 3 9
768 3 9
769 3 9
770 3 9
771 3 9
772 3 9
773 3 9
774 3 9
775 3 9
776 3 9
777 3 9
778 3 9
779 3 9
780 3 9
781 3 9
782 3 9
783 3 9
784 3 9
785 3 9
786 3 9
787 3 9
788 3 9
789 3 9
790 3 9
791 3 9
792 3 9
793 3 9
794 3 9
795 3 9
796 3 9
797 3 9
798 3 9
799 3 9
800 3 9
801 3 9
802 3 9
803 3 9
804 3 9
805 3 9
806 3 9
807 3 9
808 3 9
809 3 9
810 3 9
811 3 9
812 3 9
813 3 9
814 3 9
815 3 9
816 3 9
817 3 9
818 3 9
819 3 9
820 3 9
821 3 9
822 3 9
823 3 9
824 3 9
825 3 9
826 3 9
827 3 9
828 3 9
829 3 9
830 3 9
831 3 9
832 3 9
833 3 9
834 3 9
835 3 9
836 3 9
837 3 9
838 3 9
839 3 9
840 3 9
841 3 9
842 3 9
843 3 9
844 3 9
845 3 9
846 3 9
847 3 9
848 3 9
849 3 9
850 3 9
851 3 9
852 3 9
853 3 9
854 3 9
855 3 9
856 3 9
857 3 9
858 3 9
859 3 9
860 3 9
861 3 9
862 3 9
863 3 9
864 3 9
865 3 9
866 3 9
867 3 9
868 3 9
869 3 9
870 3 9
871 3 9
872 3 9
873 3 9
874 3 9
875 3 9
876 3 9
877 3 9
878 3 9
879 3 9
880 3 9
881 3 9
882 3 9
883 3 9
884 3 9
885 3 9
886 3 9
887 3 9
888 3 9
889 3 9
890 3 9
891 3 9
892 3 9
893 3 9
894 3 9
895 3 9
896 3 9
897 3 9
898 3 9
899 3 9
900 3 9
901 3 9
902 3 9
903 3 9
904 3 9
905 3 9
906 3 9
907 3 9
